"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00362942","2015-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0","3,7","15","3,7","10","3,7","0","3,7","","","","","0","3,7","9","3,7","0","3,7","10","3,7","0","3,7","","","20150402","+,3,7","","","","","","","20150410",",3,7","20150414",",3,7","-5.6","3,7,02,+","","","","","22.6","3,,7,10,","27.8","3,7,14,","","","3589.7","7","241.6","3,7","","","113.1","3,,,7","","","9.38","3,7","17.14","3,,,7","1.63","3,,,7","",""
"USC00362942","2015-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","49.9","7","49.9","1,7","14",",7","6",",7","0",",7","","","","","0","1,7","1","1,7","0",",7","25",",7","2",",7","1","","20150523",",1,7","","","","","","","20150501",",,7","20150511","+,,7","-1.1","1,7,23,","","","","","16.3",",,7,01,","32.2",",7,11,+","110.0","3,,,7","3663.2","7","73.5",",7","","","57.2",",,,7","","","17.34","1,7","25.07",",,,7","9.62","1,,,7","",""
"USC00362942","2015-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","125.8","7","75.9","1,7","21","1,7","15","1,7","3","1,7","","","","","0","1,7","0","1,7","0","1,7","24","1,7","1","1,7","","","20150603",",1,7","","","","","","","20150615",",1,7","20150613",",1,7","7.8","1,7,03,","","","","","45.5","1,,7,15,","32.2","1,7,13,","","","3686.7","7","23.5","1,7","","","249.7","1,,,7","","","20.14","1,7","25.92","1,,,7","14.36","1,,,7","",""
"USC00362942","2015-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","221.5","7","95.7","1,7","13","1,7","8","1,7","2","1,7","","","","","0","1,7","0","1,7","0","1,7","30","1,7","2","1,7","1","","20150716",",1,7","","","","","","","20150708",",1,7","20150731",",1,7","9.4","1,7,16,","","","","","47.2","1,,7,08,","36.1","1,7,31,","","","0.9","7","0.9","1,7","","","124.3","1,,,7","","","21.50","1,7","28.22","1,,,7","14.77","1,,,7","",""
"USC00362942","2015-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","296.6","7","75.1",",7","5",",7","4",",7","1",",7","","","","","0",",7","0",",7","0",",7","31",",7","0",",7","1","","20150826","+,,7","","","","","","","20150811",",,7","20150820","+,,7","9.4",",7,26,+","","","","","31.8",",,7,11,","31.7",",7,20,+","123.5","4,,,7","11.2","7","10.3",",7","","","68.9",",,,7","","","20.42",",7","27.71",",,,7","13.14",",,,7","",""
"USC00362942","2015-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","364.5","7","67.9",",7","12",",7","7",",7","3",",7","","","","","0",",7","0",",7","0",",7","27",",7","3",",7","3","","20150920",",,7","","","","","","","20150930",",,7","20150909",",,7","6.1",",7,20,","","","","","112.3",",,7,30,","36.1",",7,09,","","","40.4","7","29.2",",7","","","240.1",",,,7","","","19.63",",7","26.67",",,,7","12.58",",,,7","",""
"USC00362942","2015-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","364.5","7","0.0",",7","20",",7","8",",7","0",",7","","","","","0",",7","2",",7","0",",7","8",",7","0",",7","1","","20151020","+,,7","","","","","","","20151029",",,7","20151007",",,7","-3.3",",7,20,+","","","","","19.8",",,7,29,","23.9",",7,07,","","","274.9","7","234.5",",7","","","86.8",",,,7","","","10.77",",7","16.82",",,,7","4.72",",,,7","",""
"USC00362942","2015-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","364.5","7","0.0",",7","15",",7","8",",7","1",",7","","","","","0",",7","16",",7","0",",7","3",",7","0",",7","","","20151124","+,,7","","","","","","","20151111",",,7","20151106","+,,7","-7.8",",7,24,+","","","","","25.9",",,7,11,","25.0",",7,06,+","","","605.8","7","330.9",",7","","","60.3",",,,7","","","7.30",",7","14.30",",,,7","0.31",",,,7","",""
"USC00362942","2015-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","364.5","7","0.0",",7","16",",7","10",",7","0",",7","","","","","0",",7","12",",7","0",",7","0",",7","0",",7","1","","20151221",",,7","","","","","","","20151224",",,7","20151213",",,7","-8.3",",7,21,","","","","","15.5",",,7,24,","19.4",",7,13,","","","993.7","7","387.9",",7","","","109.1",",,,7","","","5.82",",7","10.86",",,,7","0.78",",,,7","",""
"USC00362942","2016-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0",",7","16",",7","5",",7","0",",7","13","3,7","4","3,7","0",",7","31",",7","16",",7","0",",7","0",",7","","","20160114",",,7","20160124","+,3,7","20160123","+,3,7","","","20160110",",,7","20160110",",,7","-16.7",",7,14,","76","3,,7,24,+","58","3,,7,23,+","15.5",",,7,10,","13.9",",7,10,","","","1688.5","7","694.8",",7","","","44.8",",,,7","214","3,,,7","-4.08",",7","1.54",",,,7","-9.69",",,,7","",""
"USC00362942","2016-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0",",7","17",",7","10",",7","1",",7","10",",7","2",",7","3",",7","26",",7","8",",7","0",",7","0",",7","","","20160215","+,,7","20160211",",,7","20160211",",,7","","","20160216",",,7","20160221",",,7","-22.8",",7,15,+","127",",,7,11,","102",",,7,11,","26.7",",,7,16,","18.9",",7,21,","","","2244.9","7","556.4",",7","","","87.0",",,,7","159",",,,7","-0.85",",7","5.38",",,,7","-7.08",",,,7","",""
"USC00362942","2016-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0","1,7","10","1,7","5","1,7","0","1,7","1","1,7","1","1,7","0","1,7","20","1,7","1","1,7","6","1,7","0","1,7","","","20160303",",1,7","20160304",",1,7","20160304",",1,7","","","20160311",",1,7","20160328",",1,7","-8.9","1,7,03,","25","1,,7,04,","25","1,,7,04,","16.0","1,,7,11,","24.4","1,7,28,","","","2606.6","7","361.7","1,7","","","52.2","1,,,7","25","1,,,7","6.28","1,7","13.53","1,,,7","-0.98","1,,,7","",""
"USC00362942","2016-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0",",7","17",",7","8",",7","0",",7","3",",7","0",",7","0",",7","16",",7","0",",7","10",",7","0",",7","","","20160411","+,,7","20160409","+,,7","20160408",",,7","","","20160412",",,7","20160419","+,,7","-8.3",",7,11,+","25",",,7,09,+","23",",,7,08,","19.1",",,7,12,","27.2",",7,19,+","","","2903.5","7","296.9",",7","","","66.4",",,,7","54",",,,7","8.44",",7","17.00",",,,7","-0.13",",,,7","",""
"USC00362942","2016-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","22.0","7","22.0",",7","22",",7","9",",7","0",",7","0",",7","0",",7","0",",7","2",",7","0",",7","15",",7","1",",7","2","","20160517","+,,7","20160531","+,,7","20160531","+,,7","","","20160515",",,7","20160529",",,7","0.0",",7,17,+","0",",,7,31,+","0",",,7,31,+","13.2",",,7,15,","32.2",",7,29,","","","3030.6","7","127.1",",7","","","83.6",",,,7","0",",,,7","14.94",",7","21.50",",,,7","8.38",",,,7","",""
"USC00362942","2016-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","98.4","7","76.4",",7","13",",7","10",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","2",",7","","","20160610","+,,7","20160630","+,,7","20160630","+,,7","","","20160603",",,7","20160628","+,,7","6.1",",7,10,+","0",",,7,30,+","0",",,7,30,+","22.4",",,7,03,","32.2",",7,28,+","","","3051.7","7","21.1",",7","","","82.1",",,,7","0",",,,7","20.18",",7","27.26",",,,7","13.09",",,,7","",""
"USC00362942","2016-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","251.5","7","153.1",",7","10",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","13",",7","","","20160702",",,7","20160731","+,,7","20160731","+,,7","","","20160725",",,7","20160726","+,,7","9.4",",7,02,","0",",,7,31,+","0",",,7,31,+","22.4",",,7,25,","35.0",",7,26,+","60.8","1,,,7","1.7","7","1.7",",7","","","70.5",",,,7","0",",,,7","23.22",",7","30.90",",,,7","15.54",",,,7","",""
"USC00362942","2016-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","426.7","7","175.2",",7","15",",7","11",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","9",",7","","","20160824",",,7","20160831","+,,7","20160831","+,,7","","","20160826",",,7","20160812",",,7","12.2",",7,24,","0",",,7,31,+","0",",,7,31,+","37.6",",,7,26,","35.6",",7,12,","59.4",",,,7","1.7","7","0.0",",7","","","200.3",",,,7","0",",,,7","23.99",",7","30.75",",,,7","17.23",",,,7","",""
"USC00362942","2016-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","483.0","7","56.3",",7","11",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","3","","20160929","+,,7","20160930","+,,7","20160930","+,,7","","","20160909",",,7","20160911","+,,7","5.6",",7,29,+","0",",,7,30,+","0",",,7,30,+","81.3",",,7,09,","31.7",",7,11,+","47.7","2,,,7","22.6","7","20.9",",7","","","134.6",",,,7","0",",,,7","19.51",",7","26.57",",,,7","12.45",",,,7","",""
"USC00362942","2016-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","488.6","7","5.6",",7","16",",7","10",",7","1",",7","0",",7","0",",7","0",",7","2",",7","0",",7","14",",7","0",",7","3","","20161027",",,7","20161031","+,,7","20161031","+,,7","","","20161021",",,7","20161021",",,7","-0.6",",7,27,","0",",,7,31,+","0",",,7,31,+","59.9",",,7,21,","27.8",",7,21,","26.2","2,,,7","201.3","7","178.7",",7","","","155.4",",,,7","0",",,,7","12.75",",7","19.27",",,,7","6.22",",,,7","",""
"USC00362942","2016-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","488.6","7","0.0",",7","10",",7","4",",7","0",",7","2",",7","0",",7","0",",7","24",",7","0",",7","3",",7","0",",7","","","20161124",",,7","20161121","+,,7","20161121",",,7","","","20161120",",,7","20161103",",,7","-6.7",",7,24,","25",",,7,21,+","8",",,7,21,","7.6",",,7,20,","25.0",",7,03,","","","590.9","7","389.6",",7","","","28.0",",,,7","13",",,,7","5.35",",7","12.41",",,,7","-1.71",",,,7","",""
"USC00362942","2016-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","488.6","7","0.0",",7","16",",7","9",",7","1",",7","5","2,7","0","1,7","0",",7","26",",7","7",",7","0",",7","0",",7","","","20161216",",,7","20161217","+,2,7","20161211",",1,7","","","20161218",",,7","20161227",",,7","-16.1",",7,16,","51","2,,7,17,+","13","1,,7,11,","26.4",",,7,18,","17.2",",7,27,","","","1162.2","7","571.3",",7","","","99.3",",,,7","18","1,,,7","-0.10",",7","4.10",",,,7","-4.29",",,,7","",""
"USC00362942","2017-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0",",7","22",",7","10",",7","1",",7","10",",7","2",",7","0",",7","22",",7","5",",7","0",",7","0",",7","","","20170109",",,7","20170131",",,7","20170131",",,7","","","20170124",",,7","20170122","+,,7","-16.1",",7,09,","51",",,7,31,","30",",,7,31,","27.7",",,7,24,","17.8",",7,22,+","","","1712.0","7","549.8",",7","","","95.1",",,,7","108",",,,7","0.60",",7","5.15",",,,7","-3.95",",,,7","",""
"USC00362942","2017-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0",",7","12",",7","7",",7","0",",7","3",",7","1",",7","0",",7","23",",7","4",",7","1",",7","0",",7","","","20170205",",,7","20170209",",,7","20170209",",,7","","","20170209",",,7","20170225",",,7","-10.6",",7,05,","127",",,7,09,","130",",,7,09,","13.7",",,7,09,","25.0",",7,25,","","","2149.2","7","437.2",",7","","","48.9",",,,7","145",",,,7","2.72",",7","8.90",",,,7","-3.47",",,,7","",""
"USC00362942","2017-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0",",7","17",",7","10",",7","0",",7","7",",7","2",",7","0",",7","20",",7","6",",7","2",",7","0",",7","","","20170303",",,7","20170310",",,7","20170310",",,7","","","20170307","+,,7","20170326","+,,7","-16.7",",7,03,","102",",,7,10,","89",",,7,10,","15.7",",,7,07,+","22.8",",7,26,+","","","2633.5","7","484.3",",7","","","98.6",",,,7","166",",,,7","2.71",",7","8.89",",,,7","-3.47",",,,7","",""
"USC00362942","2017-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.6","7","0.6",",7","19",",7","9",",7","1",",7","0",",7","0",",7","0",",7","5",",7","0",",7","16",",7","0",",7","","","20170410","+,,7","20170430","+,,7","20170430","+,,7","","","20170401",",,7","20170428",",,7","-2.8",",7,10,+","0",",,7,30,+","0",",,7,30,+","28.4",",,7,01,","30.0",",7,28,","","","2834.6","7","201.1",",7","","","136.3",",,,7","0",",,,7","11.65",",7","19.61",",,,7","3.69",",,,7","",""
"USC00362942","2017-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","14.3","7","13.7",",7","20",",7","12",",7","2",",7","0",",7","0",",7","0",",7","3",",7","0",",7","15",",7","0",",7","","","20170510","+,,7","20170531","+,,7","20170531","+,,7","","","20170529",",,7","20170519","+,,7","-1.7",",7,10,+","0",",,7,31,+","0",",,7,31,+","55.4",",,7,29,","30.6",",7,19,+","","","2968.2","7","133.6",",7","","","210.5",",,,7","0",",,,7","14.47",",7","21.06",",,,7","7.87",",,,7","",""
"USC00362942","2017-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","81.3","7","67.0",",7","14",",7","9",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","3",",7","","","20170602",",,7","20170630","+,,7","20170630","+,,7","","","20170623",",,7","20170614",",,7","7.8",",7,02,","0",",,7,30,+","0",",,7,30,+","36.8",",,7,23,","33.3",",7,14,","","","2994.9","7","26.7",",7","","","147.7",",,,7","0",",,,7","19.67",",7","26.57",",,,7","12.77",",,,7","",""
"USC00362942","2017-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","199.9","7","118.6","1,7","14","2,7","9","2,7","3","2,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","30","1,7","2","1,7","","","20170730",",1,7","20170731","+,1,7","20170731","+,1,7","","","20170729",",2,7","20170721","+,1,7","11.7","1,7,30,","0","1,,7,31,+","0","1,,7,31,+","48.8","2,,7,29,","32.2","1,7,21,+","120.5","5,,,7","0.0","7","0.0","1,7","","","190.9",",a,,7","0","1,,,7","22.29","1,7","28.68","1,,,7","15.89","1,,,7","",""
"USC00362942","2017-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","270.3","7","70.4",",7","11",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","0",",7","3","","20170828","+,,7","20170831","+,,7","20170831","+,,7","","","20170818",",,7","20170818",",,7","10.0",",7,28,+","0",",,7,31,+","0",",,7,31,+","11.9",",,7,18,","31.7",",7,18,","106.6","3,,,7","7.3","7","7.3",",7","","","54.6",",,,7","0",",,,7","20.37",",7","26.89",",,,7","13.84",",,,7","",""
"USC00362942","2017-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","318.4","7","48.1",",7","10",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","4",",7","2","","20170911","+,,7","20170930","+,,7","20170930","+,,7","","","20170907",",,7","20170928",",,7","5.6",",7,11,+","0",",,7,30,+","0",",,7,30,+","11.7",",,7,07,","32.8",",7,28,","71.6","1,,,7","56.2","7","48.9",",7","","","48.2",",,,7","0",",,,7","18.30",",7","25.46",",,,7","11.15",",,,7","",""
"USC00362942","2017-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","329.5","7","11.1","2,7","12","2,7","9","2,7","2","2,7","0","2,7","0","2,7","0","2,7","1","2,7","0","2,7","20","2,7","0","2,7","2","","20171028",",2,7","20171031","+,2,7","20171031","+,2,7","","","20171024",",2,7","20171006","+,2,7","-1.1","2,7,28,","0","2,,7,31,+","0","2,,7,31,+","30.2","2,,7,24,","28.3","2,7,06,+","99.2","3,,,7","200.3","7","144.1","2,7","","","120.0","2,,,7","0","2,,,7","13.75","2,7","20.74","2,,,7","6.75","2,,,7","",""
"USC00362942","2017-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","329.5","7","0.0","1,7","18","1,7","8","1,7","2","1,7","0","1,7","0","1,7","0","1,7","23","1,7","0","1,7","0","1,7","0","1,7","","","20171111",",1,7","20171130","+,1,7","20171130","+,1,7","","","20171106",",1,7","20171104","+,1,7","-10.6","1,7,11,","0","1,,7,30,+","0","1,,7,30,+","46.5","1,,7,06,","18.3","1,7,04,+","","","623.4","7","423.1","1,7","","","139.3","1,,,7","0","1,,,7","3.74","1,7","9.26","1,,,7","-1.77","1,,,7","",""
"USC00362942","2017-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","329.5","7","0.0","1,7","14","2,7","5","2,7","0","2,7","9","1,7","2","1,7","1","1,7","29","1,7","11","1,7","0","1,7","0","1,7","","","20171231",",1,7","20171215","+,1,7","20171214",",1,7","","","20171206",",2,7","20171201",",1,7","-21.1","1,7,31,","127","1,,7,15,+","127","1,,7,14,","8.6","2,,7,06,","16.1","1,7,01,","","","1244.2","7","620.8","1,7","","","35.6",",a,,7","222","1,,,7","-2.36","1,7","2.44","1,,,7","-7.16","1,,,7","",""
"USC00362942","2018-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0","2,7","15","1,7","7","1,7","2","1,7","20","1,7","4","1,7","11","1,7","29","1,7","15","2,7","0","2,7","0","2,7","","","20180108",",1,7","20180114","+,1,7","20180113",",1,7","","","20180112",",1,7","20180112",",2,7","-25.6","1,7,08,","152","1,,7,14,+","163","1,,7,13,","46.0","1,,7,12,","16.1","2,7,12,","","","1966.4","7","722.2","2,7","","","103.3","1,,,7","320","1,,,7","-6.50","2,7","0.11","2,,,7","-13.11","1,,,7","",""
"USC00362942","2018-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0","1,7","17","1,7","15","1,7","1","1,7","8","1,7","4","1,7","0","1,7","20","1,7","5","1,7","1","1,7","0","1,7","","","20180209","+,1,7","20180218","+,1,7","20180218","+,1,7","","","20180216",",1,7","20180222",",1,7","-13.3","1,7,09,+","51","1,,7,18,+","51","1,,7,18,+","38.1","1,,7,16,","21.1","1,7,22,","","","2439.4","7","473.0","1,7","","","185.2","1,,,7","199","1,,,7","0.81","1,7","6.50","1,,,7","-4.87","1,,,7","",""
"USC00362942","2018-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0","1,7","12","1,7","8","1,7","0","1,7","6","1,7","3","1,7","0","1,7","27","1,7","2","1,7","0","1,7","0","1,7","","","20180323","+,1,7","20180322",",1,7","20180322",",1,7","","","20180330",",1,7","20180301",",1,7","-10.6","1,7,23,+","127","1,,7,22,","97","1,,7,22,","21.3","1,,7,30,","18.9","1,7,01,","","","2975.9","7","536.5","1,7","","","86.7","1,,,7","183","1,,,7","0.45","1,7","6.31","1,,,7","-5.42","1,,,7","",""
"USC00362942","2018-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.5","7","0.5",",7","20",",7","6",",7","2",",7","1",",7","1",",7","0",",7","18",",7","0",",7","5",",7","0",",7","","","20180401",",,7","20180407",",,7","20180407",",,7","","","20180416",",,7","20180414",",,7","-4.4",",7,01,","25",",,7,07,","25",",,7,07,","35.1",",,7,16,","28.9",",7,14,","","","3327.7","7","351.8",",7","","","117.9",",,,7","30",",,,7","6.63",",7","13.01",",,,7","0.24",",,,7","",""
"USC00362942","2018-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","38.8","7","38.3","2,7","19","2,7","13","2,7","0","2,7","0","2,7","0","2,7","0","2,7","2","2,7","0","2,7","25","2,7","1","2,7","1","","20180501",",2,7","20180531","+,2,7","20180531","+,2,7","","","20180514",",2,7","20180530",",2,7","-3.3","2,7,01,","0","2,,7,31,+","0","2,,7,31,+","18.8","2,,7,14,","32.2","2,7,30,","79.8","4,,,7","3366.9","7","39.2","2,7","","","141.8","2,,,7","0","2,,,7","18.30","2,7","25.61","2,,,7","10.99","2,,,7","",""
"USC00362942","2018-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","103.4","7","64.6","2,7","16","2,7","12","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","26","2,7","1","2,7","4","","20180606",",2,7","20180630","+,2,7","20180630","+,2,7","","","20180621",",2,7","20180619",",2,7","7.2","2,7,06,","0","2,,7,30,+","0","2,,7,30,+","16.3","2,,7,21,","32.8","2,7,19,","76.9","2,,,7","3384.1","7","17.2","2,7","","","97.4","2,,,7","0","2,,,7","20.02","2,7","25.88","2,,,7","14.17","2,,,7","",""
"USC00362942","2018-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","228.6","7","125.2","1,7","15","1,7","12","1,7","1","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","30","1,7","6","1,7","2","","20180707",",1,7","20180731","+,1,7","20180731","+,1,7","","","20180703",",1,7","20180705",",1,7","10.0","1,7,07,","0","1,,7,31,+","0","1,,7,31,+","33.5","1,,7,03,","34.4","1,7,05,","107.4","1,,,7","0.0","7","0.0","1,7","","","99.5","1,,,7","0","1,,,7","22.51","1,7","29.48","1,,,7","15.54","1,,,7","",""
"USC00362942","2018-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","361.9","7","133.3",",7","18",",7","10",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","5",",7","","","20180824","+,,7","20180831","+,,7","20180831","+,,7","","","20180830",",,7","20180830",",,7","10.6",",7,24,+","0",",,7,31,+","0",",,7,31,+","41.1",",,7,30,","33.3",",7,30,","76.8",",,,7","0.8","7","0.8",",7","","","174.0",",,,7","0",",,,7","22.61",",7","28.37",",,,7","16.85",",,,7","",""
"USC00362942","2018-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","451.3","7","89.4",",7","14",",7","11",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","3",",7","","","20180930",",,7","20180930","+,,7","20180930","+,,7","","","20180910",",,7","20180906","+,,7","6.7",",7,30,","0",",,7,30,+","0",",,7,30,+","98.3",",,7,10,","33.3",",7,06,+","62.9","3,,,7","28.4","7","27.6",",7","","","276.7",",,,7","0",",,,7","20.40",",7","25.86",",,,7","14.93",",,,7","",""
"USC00362942","2018-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","480.4","7","29.1",",7","17",",7","12",",7","0",",7","0",",7","0",",7","0",",7","6",",7","0",",7","11",",7","0",",7","","","20181020",",,7","20181031","+,,7","20181031","+,,7","","","20181027",",,7","20181009",",,7","-2.2",",7,20,","0",",,7,31,+","0",",,7,31,+","22.9",",,7,27,","31.1",",7,09,","","","264.8","7","236.4",",7","","","142.7",",,,7","0",",,,7","11.65",",7","17.12",",,,7","6.17",",,,7","",""
"USC00362942","2018-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","480.4","7","0.0","1,7","21","1,7","12","1,7","0","1,7","4","1,7","1","1,7","0","1,7","20","1,7","5","1,7","0","1,7","0","1,7","","","20181122",",1,7","20181129","+,1,7","20181116",",1,7","","","20181110",",1,7","20181101",",1,7","-7.8","1,7,22,","25","1,,7,29,+","33","1,,7,16,","18.5","1,,7,10,","20.0","1,7,01,","","","715.6","7","450.8","1,7","","","110.1","1,,,7","49","1,,,7","2.79","1,7","6.36","1,,,7","-0.79","1,,,7","",""
"USC00362942","2018-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","480.4","7","0.0",",7","11",",7","6",",7","1",",7","3",",7","0",",7","0",",7","25",",7","3",",7","0",",7","0",",7","","","20181210",",,7","20181209","+,,7","20181207",",,7","","","20181216",",,7","20181203",",,7","-10.6",",7,10,","25",",,7,09,+","13",",,7,07,","31.0",",,7,16,","16.7",",7,03,","","","1246.8","7","531.2",",7","","","94.0",",,,7","16",",,,7","1.20",",7","4.72",",,,7","-2.33",",,,7","",""
"USC00362942","2019-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0",",7","17",",7","7",",7","2",",7","22",",7","2",",7","3",",7","27",",7","11",",7","0",",7","0",",7","","","20190131",",,7","20190118","+,,7","20190113",",,7","","","20190120",",,7","20190101",",,7","-20.0",",7,31,","51",",,7,18,+","38",",,7,13,","29.0",",,7,20,","16.1",",7,01,","","","1904.3","7","657.5",",7","","","108.4",",,,7","147",",,,7","-2.88",",7","1.67",",,,7","-7.42",",,,7","",""
"USC00362942","2019-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0",",7","16",",7","7",",7","1",",7","5",",7","1",",7","1",",7","25",",7","8",",7","0",",7","0",",7","","","20190201",",,7","20190213","+,,7","20190211",",,7","","","20190221",",,7","20190208",",,7","-20.6",",7,01,","25",",,7,13,+","25",",,7,11,","26.2",",,7,21,","18.9",",7,08,","","","2432.6","7","528.3",",7","","","105.2",",,,7","41",",,,7","-0.53",",7","4.83",",,,7","-5.90",",,,7","",""
"USC00362942","2019-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","7","0.0",",7","11",",7","7",",7","0",",7","7",",7","2",",7","0",",7","26",",7","4",",7","1",",7","0",",7","","","20190306",",,7","20190304",",,7","20190304",",,7","","","20190310",",,7","20190315",",,7","-14.4",",7,06,","76",",,7,04,","69",",,7,04,","19.8",",,7,10,","25.0",",7,15,","","","2954.8","7","522.2",",7","","","50.7",",,,7","130",",,,7","1.49",",7","8.04",",,,7","-5.07",",,,7","",""
"USC00362942","2019-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","1.4","7","1.4",",7","17",",7","10",",7","0",",7","0",",7","0",",7","0",",7","9",",7","0",",7","10",",7","0",",7","","","20190403",",,7","20190401",",,7","20190401",",,7","","","20190415",",,7","20190419",",,7","-6.7",",7,03,","0",",T,7,01,","0",",T,7,01,","16.5",",,7,15,","26.7",",7,19,","","","3194.4","7","239.6",",7","","","93.7",",,,7","0",",T,,7","10.39",",7","17.51",",,,7","3.27",",,,7","",""
