"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00116344","2013-11","40.1101","-87.9567","205.7","OGDEN, IL US","4.9",",7","493.8","7","0.0",",7","11",",7","8",",7","1",",7","1",",7","0",",7","0",",7","21",",7","3",",7","0",",7","0",",7","22","","20131125",",,7","20131112",",,7","20131112",",,7","1","","20131101",",,7","20131118",",,7","-11.7",",7,25,","25",",,7,12,","18",",,7,12,","27.2",",,7,01,","20.6",",7,18,","0.0",",,,7","683.1","7","   9.4",",,,7,3,2","  12.2",",,,7,5,2","440.7",",7","  12.8",",,,7,3,2","  13.9",",,,7,5,2","  -2.8",",,,7,3,2","   0.0",",,,7,5,2","  -2.2",",,,7,3,2","   0.0",",,,7,5,2","   2.1",",,,7,3,2","   5.1",",,,7,5,2","   4.6",",,,7,3,2","   6.8",",,,7,5,2","71.2",",,,7","18",",,,7","3.64",",7","8.97",",,,7","-1.68",",,,7","225",",7","25.9",",7"
"USC00116344","2013-12","40.1101","-87.9567","205.7","OGDEN, IL US","5.0",",7","493.8","7","0.0",",7","11",",7","5",",7","1",",7","11",",7","4",",7","2",",7","25",",7","14",",7","0",",7","0",",7","19","","20131213","+,,7","20131216",",,7","20131214",",,7","","","20131222",",,7","20131205",",,7","-18.3",",7,13,+","254",",,7,16,","142",",,7,14,","33.3",",,7,22,","15.6",",7,05,","0.0",",,,7","1336.9","7","   3.3","1,,,7,3,2","   5.0",",,,7,5,2","653.8",",7","   7.8",",,,7,3,2","   7.8",",,,7,5,2","  -5.0","1,,,7,3,2","  -1.1",",,,7,5,2","  -3.9",",,,7,3,2","  -1.1",",,,7,5,2","  -2.5","1,,,7,3,2","   0.0",",,,7,5,2","  -1.2",",,,7,3,2","   0.9",",,,7,5,2","69.7",",,,7","301",",,,7","-2.76",",7","2.17",",,,7","-7.69",",,,7","270",",7","16.1",",7"
"USC00116344","2014-01","40.1101","-87.9567","205.7","OGDEN, IL US","5.9",",7","0.0","7","0.0",",7","13",",7","3",",7","0",",7","21",",7","6",",7","11",",7","30",",7","17",",7","0",",7","0",",7","17","","20140107",",,7","20140108","+,,7","20140106",",,7","","","20140106",",,7","20140114",",,7","-24.4",",7,07,","203",",,7,08,+","142",",,7,06,","9.7",",,7,06,","10.6",",7,14,","0.0",",,,7","2138.7","7","  -1.7",",,,7,3,2","  -0.6",",,,7,5,2","801.8",",7","  -1.1",",,,7,3,2","   0.0",",,,7,5,2","  -7.8",",,,7,3,2","  -2.8",",,,7,5,2","  -5.6",",,,7,3,2","  -2.2",",,,7,5,2","  -3.6",",,,7,3,2","  -1.0",",,,7,5,2","  -2.5",",,,7,3,2","  -0.6",",,,7,5,2","34.3",",,,7","431",",,,7","-7.53",",7","-2.20",",,,7","-12.86",",,,7","337",",7","22.4",",7"
"USC00116344","2014-02","40.1101","-87.9567","205.7","OGDEN, IL US","5.3",",7","0.0","7","0.0",",7","10",",7","7",",7","0",",7","23",",7","6",",7","8",",7","27",",7","20",",7","0",",7","0",",7","16","","20140212",",,7","20140218","+,,7","20140205",",,7","","","20140202",",,7","20140221",",,7","-23.9",",7,12,","178",",,7,18,+","170",",,7,05,","23.4",",,7,02,","13.3",",7,21,","0.0","2,,,7","2850.6","7","  -2.2",",,,7,3,2","  -1.1",",,,7,5,2","711.9",",7","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","  -7.2",",,,7,3,2","  -3.9",",,,7,5,2","  -5.0",",,,7,3,2","  -2.8",",,,7,5,2","  -4.3",",,,7,3,2","  -1.7",",,,7,5,2","  -3.1",",,,7,3,2","  -1.2",",,,7,5,2","67.7",",,,7","474",",,,7","-7.09",",7","-1.86",",,,7","-12.32",",,,7","270",",7","23.7",",7"
"USC00116344","2014-03","40.1101","-87.9567","205.7","OGDEN, IL US","5.2",",7","0.0","7","0.0",",7","10",",7","5",",7","1",",7","4",",7","2",",7","0",",7","26",",7","4",",7","0",",7","0",",7","19","","20140304","+,,7","20140303","+,,7","20140302",",,7","1","","20140312",",,7","20140322",",,7","-16.7",",7,04,+","51",",,7,03,+","43",",,7,02,","28.4",",,7,12,","20.6",",7,22,","26.5",",,,7","3392.7","7","   1.7","1,,,7,3,2","   3.9",",,,7,5,2","542.1",",7","  10.0",",,,7,3,2","   6.1",",,,7,5,2","  -7.8","1,,,7,3,2","  -3.9",",,,7,5,2","  -5.0",",,,7,3,2","  -2.2",",,,7,5,2","  -2.6","1,,,7,3,2","  -0.5",",,,7,5,2","   0.5",",,,7,3,2","   0.8",",,,7,5,2","46.7",",,,7","122",",,,7","0.85",",7","6.87",",,,7","-5.18",",,,7","180",",7","20.1",",7"
"USC00116344","2014-04","40.1101","-87.9567","205.7","OGDEN, IL US","5.0",",7","0.6","7","0.6",",7","13",",7","10",",7","0",",7","0",",7","0",",7","0",",7","4",",7","0",",7","13",",7","0",",7","23","","20140416","+,,7","20140415",",,7","20140415",",,7","3","","20140404",",,7","20140427",",,7","-1.7",",7,16,+","0",",T,7,15,","10",",,7,15,","22.6",",,7,04,","27.8",",7,27,","84.7",",,,7","3592.6","7","  11.1",",,,7,3,2","  12.8",",,,7,5,2","199.9",",7","  18.3",",,,7,3,2","  15.6",",,,7,5,2","   0.6",",,,7,3,2","   2.8",",,,7,5,2","   5.6",",,,7,3,2","   6.1",",,,7,5,2","   5.2",",,,7,3,2","   7.8",",,,7,5,2","  12.4",",,,7,3,2","  11.0",",,,7,5,2","95.0",",,,7","10",",,,7","11.69",",7","18.78",",,,7","4.60",",,,7","270",",7","21.5",",7"
"USC00116344","2014-05","40.1101","-87.9567","205.7","OGDEN, IL US","4.2",",7","60.9","7","60.3",",7","14",",7","9",",7","1",",7","0","1,7","0",",7","0",",7","0",",7","0",",7","23",",7","0",",7","24","","20140518",",,7","20140531","+,1,7","20140522","+,,7","4","","20140522",",,7","20140522","+,,7","3.9",",7,18,","0","1,,7,31,+","0",",T,7,22,+","49.5",",,7,22,","31.7",",7,22,+","118.2",",,,7","3681.4","7","  18.3",",,,7,3,2","  20.6",",,,7,5,2","88.8",",7","  27.2",",,,7,3,2","  25.6",",,,7,5,2","   5.6",",,,7,3,2","   9.4",",,,7,5,2","   8.9",",,,7,3,2","  11.1",",,,7,5,2","  11.9",",,,7,3,2","  14.9",",,,7,5,2","  19.6",",,,7,3,2","  18.8",",,,7,5,2","112.2",",,,7","0",",T,,7","17.41",",7","23.11",",,,7","11.72",",,,7","270",",7","23.2",",7"
"USC00116344","2014-06","40.1101","-87.9567","205.7","OGDEN, IL US","4.0",",7","188.3","7","127.4",",7","16",",7","11",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","29","","20140615","+,,7","20140630","+,,7","20140630","+,,7","3","","20140624",",,7","20140620","+,,7","12.2",",7,15,+","0",",,7,30,+","0",",,7,30,+","47.5",",,7,24,","31.7",",7,20,+","107.4",",,,7","3682.8","7","  21.1",",,,7,3,2","  23.9",",,,7,5,2","1.4",",7","  30.0",",,,7,3,2","  27.2",",,,7,5,2","  13.9",",,,7,3,2","  17.8",",,,7,5,2","  17.8",",,,7,3,2","  20.6",",,,7,5,2","  17.9",",,,7,3,2","  20.9",",,,7,5,2","  25.3",",,,7,3,2","  24.7",",,,7,5,2","160.3",",,,7","0",",,,7","22.53",",7","27.24",",,,7","17.83",",,,7","270",",7","20.6",",7"
"USC00116344","2014-07","40.1101","-87.9567","205.7","OGDEN, IL US","3.2",",7","261.7","7","73.4",",7","13",",7","7",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","0",",7","31","","20140729","+,,7","20140731","+,,7","20140715",",,7","2","","20140701",",,7","20140708",",,7","12.2",",7,29,+","0",",,7,31,+","0",",T,7,15,","33.8",",,7,01,","30.0",",7,08,","132.0",",,,7","5.3","7","  20.0",",,,7,3,2","  23.9",",,,7,5,2","5.3",",7","  28.3",",,,7,3,2","  26.7",",,,7,5,2","  13.9",",,,7,3,2","  19.4",",,,7,5,2","  19.4",",,,7,3,2","  21.1",",,,7,5,2","  16.9",",,,7,3,2","  21.0",",,,7,5,2","  24.3",",,,7,3,2","  24.1",",,,7,5,2","106.3",",,,7","0",",T,,7","20.53",",7","25.50",",,,7","15.56",",,,7","270",",7","23.7",",7"
"USC00116344","2014-08","40.1101","-87.9567","205.7","OGDEN, IL US","2.4",",7","383.8","7","122.1",",7","18",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","31","","20140816",",,7","20140831","+,,7","20140831","+,,7","1","","20140826",",,7","20140827","+,,7","10.6",",7,16,","0",",,7,31,+","0",",,7,31,+","13.7",",,7,26,","31.1",",7,27,+","132.8",",,,7","6.9","7","  20.0",",,,7,3,2","  23.9",",,,7,5,2","1.6",",7","  28.3",",,,7,3,2","  26.7",",,,7,5,2","  14.4",",,,7,3,2","  18.9",",,,7,5,2","  18.9",",,,7,3,2","  21.1",",,,7,5,2","  17.8",",,,7,3,2","  21.6",",,,7,5,2","  24.3",",,,7,3,2","  23.8",",,,7,5,2","67.3",",,,7","0",",,,7","22.22",",7","26.71",",,,7","17.73",",,,7","22",",7","20.6",",7"
"USC00116344","2014-09","40.1101","-87.9567","205.7","OGDEN, IL US","2.9",",7","423.3","7","39.5","1,7","8",",7","7",",7","1",",7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","18","1,7","1","1,7","30","","20140914",",1,7","20140930","+,,7","20140930","+,,7","","","20140921",",,7","20140906",",1,7","4.4","1,7,14,","0",",,7,30,+","0",",,7,30,+","44.7",",,7,21,","32.8","1,7,06,","78.1",",,,7","75.2","7","  20.0",",,,7,3,2","  23.3",",,,7,5,2","68.3","1,7","  27.8",",,,7,3,2","  26.1",",,,7,5,2","   8.9",",,,7,3,2","  13.3",",,,7,5,2","  12.8",",,,7,3,2","  15.6",",,,7,5,2","  13.1",",,,7,3,2","  17.1",",,,7,5,2","  19.2",",,,7,3,2","  20.4",",,,7,5,2","116.1",",,,7","0",",,,7","17.34","1,7","22.57","1,,,7","12.11","1,,,7","292",",7","18.3",",7"
"USC00116344","2014-10","40.1101","-87.9567","205.7","OGDEN, IL US","3.6",",7","426.7","7","3.4",",7","19",",7","11",",7","0",",7","0",",7","0",",7","0",",7","1",",7","0",",7","6",",7","0",",7","30","","20141031",",,7","20141031","+,,7","20141028",",,7","","","20141003",",,7","20141002",",,7","0.0",",7,31,","0",",,7,31,+","0",",T,7,28,","23.6",",,7,03,","26.7",",7,02,","35.8",",,,7","271.0","7","  15.6",",,,7,3,2","  17.8",",,,7,5,2","195.8",",7","  17.8",",,,7,3,2","  19.4",",,,7,5,2","   3.9",",,,7,3,2","   8.3",",,,7,5,2","   7.8",",,,7,3,2","  10.0",",,,7,5,2","   8.6",",,,7,3,2","  12.0",",,,7,5,2","  12.2",",,,7,3,2","  14.0",",,,7,5,2","108.5",",,,7","0",",T,,7","12.13",",7","16.87",",,,7","7.38",",,,7","202",",7","19.2",",7"
"USC00116344","2014-11","40.1101","-87.9567","205.7","OGDEN, IL US","5.2",",7","426.7","7","0.0",",7","12",",7","5",",7","0",",7","3",",7","1",",7","0",",7","22",",7","8",",7","0",",7","0",",7","30","","20141119",",,7","20141119","+,,7","20141117",",,7","","","20141124",",,7","20141104",",,7","-12.8",",7,19,","25",",,7,19,+","30",",,7,17,","23.4",",,7,24,","19.4",",7,04,","1.0",",,,7","781.6","7","   6.7",",,,7,3,2","   8.3",",,,7,5,2","510.6",",7","   7.2",",,,7,3,2","   9.4",",,,7,5,2","  -2.8",",,,7,3,2","   0.0",",,,7,5,2","  -2.2",",,,7,3,2","   0.6",",,,7,5,2","   0.7",",,,7,3,2","   3.4",",,,7,5,2","   2.5",",,,7,3,2","   4.9",",,,7,5,2","52.9",",,,7","61",",,,7","1.31",",7","6.27",",,,7","-3.65",",,,7","270",",7","19.7",",7"
"USC00116344","2014-12","40.1101","-87.9567","205.7","OGDEN, IL US","4.2",",7","426.7","7","0.0",",7","11",",7","5",",7","0",",7","0",",7","0",",7","0",",7","22",",7","5",",7","0",",7","0",",7","31","","20141231",",,7","20141228","+,,7","20141228",",,7","","","20141206",",,7","20141201",",,7","-12.8",",7,31,","0",",T,7,28,+","10",",,7,28,","16.3",",,7,06,","17.8",",7,01,","0.0",",,,7","1313.8","7","   3.3",",,,7,3,2","   5.6",",,,7,5,2","532.2",",7","   6.7",",,,7,3,2","   7.2",",,,7,5,2","  -3.3",",,,7,3,2","   0.0",",,,7,5,2","  -2.2",",,,7,3,2","   0.6",",,,7,5,2","  -0.8",",,,7,3,2","   1.9",",,,7,5,2","   1.1",",,,7,3,2","   3.2",",,,7,5,2","49.1",",,,7","20",",,,7","1.17",",7","4.41",",,,7","-2.07",",,,7","270",",7","15.6",",7"
"USC00116344","2015-01","40.1101","-87.9567","205.7","OGDEN, IL US","4.0",",7","0.0","7","0.0",",7","9",",7","5",",7","0",",7","12",",7","2",",7","6",",7","31",",7","13",",7","0",",7","0",",7","28","","20150108",",,7","20150107","+,,7","20150106",",,7","","","20150104",",,7","20150120","+,,7","-21.7",",7,08,","102",",,7,07,+","91",",,7,06,","12.2",",,7,04,","8.3",",7,20,+","0.0",",,,7","2015.3","7","  -2.8",",,,7,3,2","  -0.6",",,,7,5,2","701.5",",7","  -2.2",",,,7,3,2","   0.0",",,,7,5,2","  -5.0",",,,7,3,2","  -1.7",",,,7,5,2","  -3.9",",,,7,3,2","  -1.1",",,,7,5,2","  -3.5",",,,7,3,2","  -0.8",",,,7,5,2","  -2.8",",,,7,3,2","  -0.5",",,,7,5,2","35.5",",,,7","163",",,,7","-4.30",",7","0.00",",,,7","-8.59",",,,7","247",",7","17.4",",7"
"USC00116344","2015-02","40.1101","-87.9567","205.7","OGDEN, IL US","4.9",",7","0.0","7","0.0",",7","8",",7","3",",7","0",",7","14",",7","5",",7","8",",7","28",",7","19",",7","0",",7","0",",7","21","","20150225","+,,7","20150223","+,,7","20150221",",,7","","","20150202",",,7","20150209",",,7","-23.3",",7,25,+","127",",,7,23,+","117",",,7,21,","7.1",",,7,02,","12.8",",7,09,","0.0",",,,7","2732.3","7","  -2.8",",,,7,3,2","   0.0",",,,7,5,2","717.0",",7","  -2.2",",,,7,3,2","   0.6",",,,7,5,2"," -13.3",",,,7,3,2","  -6.7",",,,7,5,2","  -7.2",",,,7,3,2","  -4.4",",,,7,5,2","  -5.9",",,,7,3,2","  -2.3",",,,7,5,2","  -3.8",",,,7,3,2","  -1.2",",,,7,5,2","23.4",",,,7","363",",,,7","-7.28",",7","-1.83",",,,7","-12.73",",,,7","292",",7","19.2",",7"
"USC00116344","2015-03","40.1101","-87.9567","205.7","OGDEN, IL US","4.0","1,7","0.0","7","0.0","1,7","12","1,7","7","1,7","0","1,7","8","1,7","2","1,7","2","1,7","20","1,7","6","1,7","1","1,7","0","1,7","23","","20150306",",1,7","20150302",",1,7","20150301",",1,7","","","20150301",",1,7","20150317",",1,7","-21.1","1,7,06,","305","1,,7,02,","185","1,,7,01,","12.7","1,,7,01,","23.3","1,7,17,","0.0","1,,,7","3210.4","7","   2.2","2,,,7,3,2","   3.9","2,,,7,5,2","478.1","1,7","   9.4","2,,,7,3,2","   8.3","3,,,7,5,2","  -6.1","2,,,7,3,2","  -3.3","2,,,7,5,2","  -4.4","2,,,7,3,2","  -2.2","3,,,7,5,2","  -1.3","2,,,7,3,2","   0.6","2,,,7,5,2","   1.5","2,,,7,3,2","   2.4","3,,,7,5,2","58.4","1,,,7","254","1,,,7","2.40","1,7","8.04","1,,,7","-3.25","1,,,7","22","1,7","16.5","1,7"
"USC00116344","2015-04","40.1101","-87.9567","205.7","OGDEN, IL US","4.1",",7","1.9","7","1.9",",7","15",",7","7",",7","0",",7","0",",7","0",",7","0",",7","4",",7","0",",7","9",",7","0",",7","21","","20150405",",,7","20150430","+,,7","20150409",",,7","","","20150409",",,7","20150419",",,7","-2.2",",7,05,","0",",,7,30,+","0",",T,7,09,","24.9",",,7,09,","27.2",",7,19,","60.7",",,,7","3399.5","7","  10.0",",,,7,3,2","  13.9",",,,7,5,2","189.1",",7","  16.7",",,,7,3,2","  17.8",",,,7,5,2","   1.7",",,,7,3,2","   5.0",",,,7,5,2","   6.1",",,,7,3,2","   8.3",",,,7,5,2","   5.4",",,,7,3,2","   8.9",",,,7,5,2","  11.1",",,,7,3,2","  12.7",",,,7,5,2","99.6",",,,7","0",",T,,7","12.09",",7","18.82",",,,7","5.37",",,,7","225",",7","23.2",",7"
"USC00116344","2015-05","40.1101","-87.9567","205.7","OGDEN, IL US","4.2",",7","71.8","7","69.9",",7","14",",7","12",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","0",",7","22","","20150502","+,,7","20150531","+,,7","20150511",",,7","2","","20150531",",,7","20150508",",,7","2.2",",7,02,+","0",",,7,31,+","0",",T,7,11,","51.1",",,7,31,","30.0",",7,08,","97.8",",,,7","3460.6","7","  17.2",",,,7,3,2","  18.9","1,,,7,5,2","61.1",",7","  25.0",",,,7,3,2","  22.2",",,,7,5,2","   4.4",",,,7,3,2","   8.3","1,,,7,5,2","  11.1",",,,7,3,2","  12.2",",,,7,5,2","  12.2",",,,7,3,2","  14.0","1,,,7,5,2","  20.4",",,,7,3,2","  18.6",",,,7,5,2","165.6",",,,7","0",",T,,7","18.62",",7","24.14",",,,7","13.09",",,,7","202",",7","21.9",",7"
"USC00116344","2015-06","40.1101","-87.9567","205.7","OGDEN, IL US","3.4",",7","176.2","7","104.4",",7","17",",7","11",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","0",",7","30","","20150601",",,7","20150630","+,,7","20150630","+,,7","2","","20150608",",,7","20150608",",,7","9.4",",7,01,","0",",,7,30,+","0",",,7,30,+","126.7",",,7,08,","31.1",",7,08,","77.8",",,,7","3474.8","7","  20.6",",,,7,3,2","  20.6",",,,7,5,2","14.2",",7","  26.7",",,,7,3,2","  26.1",",,,7,5,2","  11.7",",,,7,3,2","  12.8",",,,7,5,2","  13.9",",,,7,3,2","  14.4",",,,7,5,2","  16.7",",,,7,3,2","  17.5",",,,7,5,2","  23.5",",,,7,3,2","  22.3",",,,7,5,2","307.9",",,,7","0",",,,7","21.34",",7","25.48",",,,7","17.20",",,,7","292",",7","27.7",",7"
"USC00116344","2015-07","40.1101","-87.9567","205.7","OGDEN, IL US","2.9",",7","301.9","7","125.7",",7","11",",7","4",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","0",",7","30","","20150709","+,,7","20150731","+,,7","20150731","+,,7","","","20150709",",,7","20150719","+,,7","13.3",",7,09,+","0",",,7,31,+","0",",,7,31,+","25.9",",,7,09,","31.7",",7,19,+","88.1",",,,7","1.1","7","  21.1",",,,7,3,2","  21.1",",,,7,5,2","1.1",",7","  29.4",",,,7,3,2","  26.7",",,,7,5,2","  14.4",",,,7,3,2","  16.1",",,,7,5,2","  16.7",",,,7,3,2","  17.2",",,,7,5,2","  17.8",",,,7,3,2","  18.6",",,,7,5,2","  24.6",",,,7,3,2","  22.6",",,,7,5,2","65.0",",,,7","0",",,,7","22.35",",7","26.64",",,,7","18.07",",,,7","315",",7","15.2",",7"
"USC00116344","2015-08","40.1101","-87.9567","205.7","OGDEN, IL US","1.9",",7","403.3","7","101.4",",7","8",",7","4",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","28","","20150828",",,7","20150831","+,,7","20150831","+,,7","2","","20150819",",,7","20150803","+,,7","11.7",",7,28,","0",",,7,31,+","0",",,7,31,+","62.5",",,7,19,","30.6",",7,03,+","99.4",",,,7","5.1","7","  20.0",",,,7,3,2","  20.0",",,,7,5,2","4.0",",7","  28.3",",,,7,3,2","  25.0",",,,7,5,2","  13.9",",,,7,3,2","  14.4",",,,7,5,2","  20.6",",,,7,3,2","  18.9",",,,7,5,2","  17.3",",,,7,3,2","  17.9",",,,7,5,2","  24.1",",,,7,3,2","  22.0",",,,7,5,2","99.8",",,,7","0",",,,7","21.48",",7","26.47",",,,7","16.49",",,,7","157",",7","15.2",",7"
"USC00116344","2015-09","40.1101","-87.9567","205.7","OGDEN, IL US","2.2",",7","495.4","7","92.1",",7","10",",7","5",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","2",",7","22","","20150914",",,7","20150930","+,,7","20150930","+,,7","2","","20150919",",,7","20150908","+,,7","7.8",",7,14,","0",",,7,30,+","0",",,7,30,+","57.2",",,7,19,","32.2",",7,08,+","71.8",",,,7","25.9","7","  20.6",",,,7,3,2","  20.6",",,,7,5,2","20.8",",7","  25.0",",,,7,3,2","  22.2",",,,7,5,2","  11.7",",,,7,3,2","  12.8",",,,7,5,2","  17.2",",,,7,3,2","  14.4",",,,7,5,2","  15.7",",,,7,3,2","  17.8",",,,7,5,2","  20.3",",,,7,3,2","  19.9",",,,7,5,2","145.7",",,,7","0",",,,7","20.71",",7","26.15",",,,7","15.27",",,,7","315",",7","17.0",",7"
"USC00116344","2015-10","40.1101","-87.9567","205.7","OGDEN, IL US","3.9",",7","499.1","7","3.7",",7","6",",7","1",",7","1",",7","0",",7","0",",7","0",",7","2",",7","0",",7","13",",7","0",",7","15","","20151019","+,,7","20151031","+,,7","20151031","+,,7","","","20151028",",,7","20151022",",,7","-0.6",",7,19,+","0",",,7,31,+","0",",,7,31,+","35.1",",,7,28,","26.7",",7,22,","68.1",",,,7","184.1","7","  17.8",",,,7,3,2","  17.8",",,,7,5,2","158.2",",7","  20.6",",,,7,3,2","  19.4",",,,7,5,2","   6.7",",,,7,3,2","  10.6",",,,7,5,2","  11.1",",,,7,3,2","  12.2",",,,7,5,2","  12.2",",,,7,3,2","  14.4",",,,7,5,2","  16.0",",,,7,3,2","  16.1",",,,7,5,2","39.7",",,,7","0",",,,7","13.35",",7","19.21",",,,7","7.49",",,,7","247",",7","15.6",",7"
"USC00116344","2015-11","40.1101","-87.9567","205.7","OGDEN, IL US","4.2",",7","499.1","7","0.0",",7","12",",7","9",",7","1",",7","3",",7","1",",7","0",",7","12",",7","1",",7","3",",7","0",",7","25","","20151123",",,7","20151123","+,,7","20151122",",,7","","","20151128",",,7","20151105",",,7","-11.7",",7,23,","51",",,7,23,+","74",",,7,22,","27.9",",,7,28,","22.2",",7,05,","","","507.3","7","  15.6",",,,7,3,2","  14.4",",,,7,5,2","323.2",",7","  20.6",",,,7,3,2","  16.7",",,,7,5,2","   3.9",",,,7,3,2","   5.6",",,,7,5,2","   4.4",",,,7,3,2","   6.1",",,,7,5,2","   8.2",",,,7,3,2","   9.4",",,,7,5,2","  10.8",",,,7,3,2","  11.2",",,,7,5,2","101.8",",,,7","74",",,,7","7.56",",7","13.17",",,,7","1.95",",,,7","157",",7","23.2",",7"
"USC00116344","2015-12","40.1101","-87.9567","205.7","OGDEN, IL US","5.6",",7","499.1","7","0.0",",7","13",",7","9",",7","2",",7","0",",7","0",",7","0",",7","14",",7","1",",7","0",",7","0",",7","24","","20151220","+,,7","20151203",",,7","20151203",",,7","1","","20151227",",,7","20151213",",,7","-6.7",",7,20,+","0",",T,7,03,","15",",,7,03,","66.8",",,7,27,","19.4",",7,13,","","","925.2","7","  11.7",",,,7,3,2","  12.2",",,,7,5,2","417.9",",7","  12.8",",,,7,3,2","  13.3",",,,7,5,2","   0.0",",,,7,3,2","   3.9",",,,7,5,2","   3.3",",,,7,3,2","   5.0",",,,7,5,2","   5.2",",,,7,3,2","   7.0",",,,7,5,2","   7.7",",,,7,3,2","   8.9",",,,7,5,2","185.9",",,,7","15",",,,7","4.85",",7","8.37",",,,7","1.33",",,,7","67",",7","22.4",",7"
"USC00116344","2016-01","40.1101","-87.9567","205.7","OGDEN, IL US","4.8",",7","0.0","7","0.0",",7","9",",7","5",",7","0",",7","6",",7","1",",7","1",",7","28",",7","15",",7","0",",7","0",",7","25","","20160119",",,7","20160122","+,,7","20160120",",,7","","","20160110",",,7","20160131",",,7","-17.8",",7,19,","76",",,7,22,+","74",",,7,20,","10.4",",,7,10,","12.8",",7,31,","","","1592.0","7","   2.8",",,,7,3,2","   4.4",",,,7,5,2","666.8",",7","   4.4",",,,7,3,2","   5.6",",,,7,5,2","  -1.7",",,,7,3,2","  -0.6",",,,7,5,2","  -1.1",",,,7,3,2","   0.0",",,,7,5,2","   0.3",",,,7,3,2","   1.5",",,,7,5,2","   1.1",",,,7,3,2","   2.2",",,,7,5,2","26.6",",,,7","108",",,,7","-3.18",",7","1.07",",,,7","-7.42",",,,7","315",",7","19.2",",7"
"USC00116344","2016-02","40.1101","-87.9567","205.7","OGDEN, IL US","4.7",",7","0.0","7","0.0",",7","7",",7","2",",7","0",",7","8",",7","3",",7","0",",7","23",",7","8",",7","1",",7","0",",7","25","","20160214",",,7","20160225",",,7","20160225",",,7","1","","20160225",",,7","20160221",",,7","-15.0",",7,14,","102",",,7,25,","99",",,7,25,","11.7",",,7,25,","21.1",",7,21,","","","2111.8","7","   2.8",",,,7,3,2","   3.9",",,,7,5,2","519.8",",7","   6.7",",,,7,3,2","   6.7",",,,7,5,2","  -1.1",",,,7,3,2","  -0.6",",,,7,5,2","  -1.1",",,,7,3,2","   0.0",",,,7,5,2","   0.8",",,,7,3,2","   1.8",",,,7,5,2","   2.2",",,,7,3,2","   3.1",",,,7,5,2","25.1",",,,7","176",",,,7","0.41",",7","5.09",",,,7","-4.28",",,,7","22",",7","22.4",",7"
