"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014755","2014-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","17.1",",W","0.0","W","0.0",",W","19",",W","15",",W","2",",W","29","1,W","9",",W","1",",W","29",",W","19",",W","0",",W","0",",W","24","","","","20140416",",,W","20140402","+,1,W","20140423",",,W","","","20140415",",,W","20140414",",,W","-19.4",",W,16,","690","1,,W,02,+","132",",,W,23,","54.1",",,W,15,","10.0",",W,14,","6982.0","W","684.5",",W","182.3",",,,W","45.1",",W","657",",,,W","-4.49",",W","-0.23",",,,W","-8.74",",,,W","11039",",W","360",",W","","","","","47.4",",W","","","",""
"USW00014755","2014-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","13.0",",W","0.0","W","0.0",",W","24",",W","14",",W","4",",W","11","1,W","4","1,W","0",",W","18",",W","6",",W","0",",W","0",",W","28","","","","20140507",",,W","20140508",",1,W","20140504",",1,W","3","","20140504",",,W","20140514",",,W","-6.7",",W,07,","203","1,,W,08,","206","1,,W,04,","36.8",",,W,04,","13.3",",W,14,","7482.2","W","500.2",",W","259.9",",,,W","26.8",",W","516","1,,,W","2.20",",W","5.22",",,,W","-0.82",",,,W","7466",",W","300",",W","","","","","40.2",",W","","","",""
"USW00014755","2014-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","10.1",",W","0.0","W","0.0",",W","16",",W","9",",W","4",",W","0",",W","0",",W","0",",W","2",",W","0",",W","0",",W","0",",W","23","","","","20140620",",,W","20140630","+,,W","20140630","+,,W","2","","20140625",",,W","20140630",",,W","-1.7",",W,20,","0",",,W,30,+","0",",,W,30,+","70.9",",,W,25,","17.2",",W,30,","7793.3","W","311.1",",W","237.3",",,,W","37.5",",W","0",",,,W","7.96",",W","11.26",",,,W","4.67",",,,W","10569",",W","350",",W","","","","","39.8",",W","","","",""
"USW00014755","2014-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","12.4",",W","0.0","W","0.0",",W","19",",W","16",",W","4",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30","","","","20140705",",,W","20140731","+,,W","20140731","+,,W","9","","20140728",",,W","20140702",",,W","0.6",",W,05,","0",",,W,31,+","0",",T,W,31,+","67.6",",,W,28,","20.0",",W,02,","272.5","W","272.5",",W","282.4",",,,W","32.5",",W","0",",T,,W","9.54",",W","12.64",",,,W","6.45",",,,W","9276",",W","350",",W","","","","","42.9",",W","","","",""
"USW00014755","2014-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","9.6",",W","0.0","W","0.0",",W","19",",W","8",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30","","","","20140818","+,,W","20140831","+,,W","20140810",",,W","3","","20140813",",,W","20140826","+,,W","1.7",",W,18,+","0",",,W,31,+","5",",,W,10,","71.1",",,W,13,","16.1",",W,26,+","581.0","W","308.5",",W","163.5",",,,W","32.0",",W","8",",,,W","8.38",",W","11.10",",,,W","5.66",",,,W","8396",",W","130",",W","","","","","37.1",",W","","","",""
"USW00014755","2014-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","12.8",",W","0.0","W","0.0",",W","11",",W","7",",W","0",",W","0",",W","0",",W","0",",W","12",",W","0",",W","0",",W","0",",W","29","","","","20140919",",,W","20140923",",,W","20140922",",,W","","","20140902",",,W","20140927",",,W","-10.0",",W,19,","0",",T,W,23,","5",",,W,22,","18.8",",,W,02,","16.7",",W,27,","955.8","W","374.8",",W","83.3",",,,W","50.8",",W","8",",,,W","5.84",",W","9.56",",,,W","2.12",",,,W","11575",",W","300",",W","","","","","38.5",",W","","","",""
"USW00014755","2014-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","15.7",",W","0.0","W","0.0",",W","21",",W","14",",W","2",",W","7",",W","2",",W","0",",W","21",",W","8",",W","0",",W","0",",W","31","","","","20141020",",,W","20141028","+,,W","20141021",",,W","1","","20141016",",,W","20141016","+,,W","-11.7",",W,20,","50",",,W,28,+","61",",,W,21,","81.8",",,W,16,","11.7",",W,16,+","1490.6","W","534.8",",W","238.5",",,,W","23.3",",W","182",",,,W","1.08",",W","4.04",",,,W","-1.87",",,,W","4928",",W","300",",W","","","","","43.4",",W","","","",""
"USW00014755","2014-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","20.1",",W","0.0","W","0.0",",W","25",",W","14",",W","0",",W","29",",W","14",",W","8",",W","30",",W","22",",W","0",",W","0",",W","29","","","","20141121",",,W","20141130","+,,W","20141126",",,W","","","20141126","+,,W","20141124",",,W","-21.7",",W,21,","230",",,W,30,+","297",",,W,26,","21.6",",,W,26,+","5.6",",W,24,","2303.0","W","812.4",",W","127.7",",,,W","22.2",",W","1184",",,,W","-8.75",",W","-4.61",",,,W","-12.88",",,,W","3936",",W","340",",W","","","","","51.9",",W","","","",""
"USW00014755","2014-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","17.9",",W","0.0","W","0.0",",W","22",",W","17",",W","2",",W","31",",W","14",",W","5",",W","30",",W","25",",W","0",",W","0",",W","29","","","","20141230",",,W","20141223","+,,W","20141209",",,W","","","20141209",",,W","20141225","+,,W","-25.6",",W,30,","640",",,W,23,+","254",",,W,09,","35.8",",,W,09,","6.7",",W,25,+","3134.9","W","831.9",",W","235.3",",,,W","36.1",",W","1494",",,,W","-8.50",",W","-4.46",",,,W","-12.54",",,,W","6129",",W","290",",W","","","","","50.1",",W","","","",""
"USW00014755","2015-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","21.9",",W","0.0","W","0.0",",W","23",",W","14",",W","2",",W","31",",W","15",",W","23",",W","31",",W","30",",W","0",",W","0",",W","28","","","","20150107",",,W","20150131","+,,W","20150127",",,W","","","20150118",",,W","20150104",",,W","-36.7",",W,07,","300",",,W,31,+","432",",,W,27,","41.1",",,W,18,","3.9",",W,04,","4234.0","W","1099.1",",W","191.0",",,,W","33.6",",W","1601",",,,W","-17.12",",W","-11.54",",,,W","-22.70",",,,W","6000",",W","290",",W","","","","","57.7",",W","","","",""
"USW00014755","2015-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","19.0",",W","0.0","W","0.0",",W","19",",W","14",",W","0",",W","28",",W","14",",W","25",",W","28",",W","28",",W","0",",W","0",",W","25","","","","20150223","+,,W","20150220",",,W","20150208",",,W","","","20150221",",,W","20150211",",,W","-37.2",",W,23,+","510",",,W,20,","145",",,W,08,","11.2",",,W,21,","-1.1",",W,11,","5324.4","W","1090.4",",W","91.9",",,,W","41.2",",W","1148",",,,W","-20.61",",W","-15.36",",,,W","-25.86",",,,W","7522",",W","340",",W","","","","","63.0",",W","","","",""
"USW00014755","2015-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","20.6",",W","0.0","W","0.0",",W","26",",W","14",",W","0",",W","31",",W","14",",W","18",",W","31",",W","31",",W","0",",W","0",",W","28","","","","20150323",",,W","20150331",",,Z","20150315",",,W","1","","20150315",",,W","20150326",",,W","-30.6",",W,23,","508",",,Z,31,","191",",,W,15,","20.3",",,W,15,","-1.7",",W,26,","6338.1","W","1013.7",",W","130.9",",,,W","35.8",",W","1250",",,,W","-14.37",",W","-9.55",",,,W","-19.18",",,,W","8126",",W","350",",W","","","","","55.4",",W","","","",""
"USW00014755","2015-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","18.3",",W","0.0","W","0.0",",W","24",",W","20",",W","0",",W","30",",W","13",",W","2",",W","30",",W","20",",W","0",",W","0",",W","26","","","","20150401",",,W","20150409",",,W","20150406",",,W","1","","20150418",",,W","20150410",",,W","-19.4",",W,01,","710",",,W,09,","211",",,W,06,","24.1",",,W,18,","6.7",",W,10,","7052.3","W","714.2",",W","210.7",",,,W","31.3",",W","1399",",,,W","-5.47",",W","-1.78",",,,W","-9.17",",,,W","7581",",W","310",",W","","","","","52.8",",W","","","",""
"USW00014755","2015-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","15.0",",W","0.0","W","0.0",",W","18",",W","14",",W","1",",W","12",",W","1",",W","0",",W","13",",W","2",",W","0",",W","0",",W","23","","","","20150523","+,,W","20150501",",,W","20150522",",,W","4","","20150531",",,W","20150527",",,W","-11.7",",W,23,+","480",",,W,01,","56",",,W,22,","30.5",",,W,31,","16.1",",W,27,","7471.3","W","419.0",",W","166.4",",,,W","45.7",",W","89",",,,W","4.82",",W","8.45",",,,W","1.19",",,,W","12642",",W","300",",W","","","","","43.8",",W","","","",""
"USW00014755","2015-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","12.8",",W","0.0","W","0.0",",W","21",",W","16",",W","3",",W","0",",W","0",",W","0",",W","5",",W","0",",W","0",",W","0",",W","29","","","","20150603",",,W","20150630","+,,W","20150630","+,,W","2","","20150609",",,W","20150623","+,,W","-3.3",",W,03,","0",",,W,30,+","0",",,W,30,+","36.3",",,W,09,","13.3",",W,23,+","7825.7","W","354.4",",W","238.6",",,,W","37.6",",W","0",",,,W","6.52",",W","9.95",",,,W","3.09",",,,W","10599",",W","300",",W","","","","","39.8",",W","","","",""
"USW00014755","2015-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","12.2",",W","0.0","W","0.0",",W","22",",W","12",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30","","","","20150703",",,W","20150731","+,,W","20150727","+,,W","5","","20150701",",,W","20150713",",,W","1.7",",W,03,","0",",,W,31,+","0",",T,W,27,+","27.2",",,W,01,","18.3",",W,13,","271.8","W","271.8",",W","166.8",",,,W","34.8",",W","0",",T,,W","9.56",",W","12.47",",,,W","6.66",",,,W","9937",",W","290",",W","","","","","34.0",",W","","","",""
"USW00014755","2015-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","10.0",",W","0.0","W","0.0",",W","17",",W","13",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31","","","","20150807",",,W","20150831","+,,W","20150803",",,W","3","","20150803",",,W","20150818",",,W","2.8",",W,07,","0",",,W,31,+","5",",,W,03,","53.8",",,W,03,","18.3",",W,18,","534.6","W","262.8",",W","145.8",",,,W","36.0",",W","5",",,,W","9.85",",W","12.58",",,,W","7.13",",,,W","9526",",W","270",",W","","","","","38.9",",W","","","",""
"USW00014755","2015-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","10.5",",W","0.0","W","0.0",",W","12",",W","9",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","23","","","","20150925",",,W","20150930","+,,W","20150914","+,,W","1","","20150930",",,W","20150902","+,,W","0.6",",W,25,","0",",,W,30,+","0",",T,W,14,+","89.2",",,W,30,","18.3",",W,02,+","796.8","W","262.2",",W","246.4",",,,W","57.5",",W","0",",T,,W","9.59",",W","12.93",",,,W","6.26",",,,W","13153",",W","280",",W","","","","","40.7",",W","","","",""
"USW00014755","2015-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","17.1",",W","0.0","W","0.0",",W","15",",W","14",",W","1",",W","5",",W","3",",W","0",",W","26",",W","10",",W","0",",W","0",",W","26","","","","20151019","+,,W","20151020","+,,W","20151017",",,W","","","20151009",",,W","20151012",",,W","-15.6",",W,19,+","100",",,W,20,+","168",",,W,17,","33.5",",,W,09,","12.2",",W,12,","1421.2","W","624.4",",W","173.5",",,,W","49.8",",W","310",",,,W","-1.81",",W","2.17",",,,W","-5.79",",,,W","10432",",W","280",",W","","","","","55.0",",W","","","",""
"USW00014755","2015-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","18.8",",W","0.0","W","0.0",",W","16",",W","11",",W","0",",W","11",",W","4",",W","2",",W","28",",W","12",",W","0",",W","0",",W","27","","","","20151123",",,W","20151126","+,,W","20151124","+,,W","","","20151113",",,W","20151110",",,W","-19.4",",W,23,","50",",,W,26,+","53",",,W,24,+","11.9",",,W,13,","9.4",",W,10,","2094.1","W","672.9",",W","93.1",",,,W","40.7",",W","263",",,,W","-4.10",",W","-0.42",",,,W","-7.77",",,,W","7139",",W","280",",W","","","","","42.9",",W","","","",""
"USW00014755","2015-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","18.7",",W","0.0","W","0.0",",W","22",",W","17",",W","1",",W","18",",W","7",",W","2",",W","30",",W","15",",W","0",",W","0",",W","28","","","","20151228",",,W","20151231",",,W","20151203",",,W","","","20151215",",,W","20151224",",,W","-23.9",",W,28,","130",",,W,31,","201",",,W,03,","37.1",",,W,15,","7.8",",W,24,","2793.9","W","699.8",",W","210.7",",,,W","34.7",",W","738",",,,W","-4.24",",W","-0.18",",,,W","-8.30",",,,W","5906",",W","290",",W","","","","","54.1",",W","","","",""
"USW00014755","2016-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","19.9",",W","0.0","W","0.0",",W","21",",W","12",",W","1",",W","31",",W","14",",W","13",",W","31",",W","29",",W","0",",W","0",",W","26","","","","20160119",",,W","20160130","+,,W","20160112",",,W","","","20160110",",,W","20160110",",,W","-30.0",",W,19,","430",",,W,30,+","140",",,W,12,","35.6",",,W,10,","1.7",",W,10,","3776.9","W","983.0",",W","122.7",",,,W","35.6",",W","1032",",,,W","-13.38",",W","-9.43",",,,W","-17.33",",,,W","6289",",W","300",",W","","","","","56.8",",W","","","",""
"USW00014755","2016-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","19.7",",W","0.0","W","0.0",",W","21",",W","12",",W","3",",W","29",",W","12",",W","13",",W","29",",W","23",",W","0",",W","0",",W","29","","","","20160213",",,W","20160216",",,W","20160216",",,W","2","","20160216",",,W","20160225","+,,W","-40.0",",W,13,","360",",,W,16,","130",",,W,16,","47.2",",,W,16,","5.6",",W,25,+","4685.6","W","908.7",",W","184.0",",,,W","31.4",",W","997",",,,W","-13.00",",W","-7.67",",,,W","-18.33",",,,W","5877",",W","240",",W","","","","","55.9",",W","","","",""
"USW00014755","2016-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","18.9",",W","0.0","W","0.0",",W","19",",W","16",",W","1",",W","31",",W","13",",W","9",",W","31",",W","21",",W","0",",W","0",",W","27","","","","20160303",",,W","20160308",",,W","20160302",",,W","2","","20160310",",,W","20160331","+,,W","-28.9",",W,03,","280",",,W,08,","130",",,W,02,","25.7",",,W,10,","5.0",",W,31,+","5503.4","W","817.8",",W","164.4",",,,W","40.3",",W","821",",,,W","-8.05",",W","-3.44",",,,W","-12.65",",,,W","9092",",W","290",",W","","","","","59.5",",W","","","",""
"USW00014755","2016-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","15.3",",W","0.0","W","0.0",",W","14",",W","13",",W","1",",W","30",",W","10",",W","6",",W","28",",W","18",",W","0",",W","0",",W","21","","","","20160404","+,,W","20160419",",,W","20160426",",,W","2","","20160407",",,W","20160422","+,,W","-24.4",",W,04,+","230",",,W,19,","145",",,W,26,","28.4",",,W,07,","7.2",",W,22,+","6263.0","W","759.6",",W","152.3",",,,W","56.2",",W","838",",,,W","-6.99",",W","-2.68",",,,W","-11.30",",,,W","13979",",W","270",",W","","","","","43.8",",W","","","",""
"USW00014755","2016-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","13.0",",W","0.0","W","0.0",",W","18",",W","10",",W","1",",W","17",",W","5",",W","0",",W","15",",W","3",",W","0",",W","0",",W","26","","","","20160516","+,,W","20160518","+,,W","20160515",",,W","2","","20160515",",,W","20160529","+,,W","-12.2",",W,16,+","80",",,W,18,+","102",",,W,15,","26.7",",,W,15,","16.7",",W,29,+","6735.3","W","472.3",",W","101.8",",,,W","42.9",",W","351",",,,W","3.10",",W","6.74",",,,W","-0.54",",,,W","12034",",W","280",",W","","","","","49.2",",W","","","",""
"USW00014755","2016-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","13.7",",W","0.0","W","0.0",",W","16",",W","11",",W","3",",W","3",",W","3",",W","0",",W","7",",W","1",",W","0",",W","0",",W","23","","","","20160609",",,W","20160614","+,,W","20160612",",,W","4","","20160629",",,W","20160620",",,W","-4.4",",W,09,","30",",,W,14,+","94",",,W,12,","52.6",",,W,29,","17.8",",W,20,","7078.0","W","342.7",",W","218.7",",,,W","39.4",",W","176",",,,W","6.91",",W","10.18",",,,W","3.63",",,,W","11128",",W","330",",W","","","","","45.2",",W","","","",""
"USW00014755","2016-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","12.1",",W","0.0","W","0.0",",W","14",",W","10",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30","","","","20160702",",,W","20160731","+,,W","20160722","+,,W","6","","20160714",",,W","20160706",",,W","1.1",",W,02,","0",",,W,31,+","0",",T,W,22,+","54.4",",,W,14,","18.9",",W,06,","251.7","W","251.7",",W","210.1",",,,W","32.6","1,W","0",",T,,W","10.21",",W","13.26",",,,W","7.16",",,,W","8983","1,W","280",",W","","","","","42.0",",W","","","",""
"USW00014755","2016-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","13.5",",W","0.0","W","0.0",",W","15",",W","12",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","29","","","","20160822",",,W","20160831","+,,W","20160831","+,,W","3","","20160812",",,W","20160805",",,W","2.2",",W,22,","0",",,W,31,+","0",",,W,31,+","77.5",",,W,12,","18.3",",W,05,","492.8","W","241.1",",W","219.2",",,,W","27.5","1,W","0",",,,W","10.56",",W","13.35",",,,W","7.76",",,,W","7045",",W","240",",W","","","","","43.8",",W","","","",""
"USW00014755","2016-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","11.8",",W","0.0","W","0.0",",W","14",",W","7",",W","1",",W","0",",W","0",",W","0",",W","7",",W","2",",W","0",",W","0",",W","27","","","","20160925","+,,W","20160930","+,,W","20160914",",,W","1","","20160911",",,W","20160908",",,W","-5.6",",W,25,+","0",",,W,30,+","0",",T,W,14,","30.0",",,W,11,","15.6",",W,08,","830.7","W","337.9",",W","108.0",",,,W","53.5",",W","0",",T,,W","7.07",",W","10.16",",,,W","3.98",",,,W","12226",",W","290",",W","","","","","45.2",",W","","","",""
"USW00014755","2016-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","15.3",",W","0.0","W","0.0",",W","21",",W","14",",W","2",",W","9",",W","5",",W","0",",W","15",",W","7",",W","0",",W","0",",W","26","","","","20161026",",,W","20161029",",,W","20161028",",,W","","","20161021",",,W","20161007",",,W","-12.2",",W,26,","200",",,W,29,","269",",,W,28,","39.1",",,W,21,","13.9",",W,07,","1358.8","W","528.1",",W","183.6",",,,W","34.0",",W","614",",,,W","1.30",",W","4.87",",,,W","-2.28",",,,W","7174",",W","280",",W","","","","","53.6",",W","","","",""
"USW00014755","2016-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","15.4",",W","0.0","W","0.0",",W","18",",W","13",",W","1",",W","24",",W","10",",W","0",",W","27",",W","13",",W","0",",W","0",",W","25","","","","20161122","+,,W","20161128",",,W","20161111",",,W","","","20161129",",,W","20161119",",,W","-16.1",",W,22,+","150",",,W,28,","137",",,W,11,","29.7",",,W,29,","9.4",",W,19,","2022.7","W","663.9",",W","151.5",",,,W","33.4",",W","536",",,,W","-3.80",",W","0.21",",,,W","-7.81",",,,W","5951",",W","340",",W","","","","","45.2",",W","","","",""
"USW00014755","2016-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","22.0",",W","0.0","W","0.0",",W","25",",W","20",",W","2",",W","31",",W","18",",W","13",",W","31",",W","27",",W","0",",W","0",",W","30","","","","20161216",",,W","20161215","+,,W","20161230",",,W","","","20161203",",,W","20161218",",,W","-37.2",",W,16,","610",",,W,15,+","305",",,W,30,","26.7",",,W,03,","4.4",",W,18,","2997.7","W","975.0",",W","239.4",",,,W","16.1",",W","2377",",,,W","-13.12",",W","-8.30",",,,W","-17.94",",,,W","2729",",W","260",",W","","","","","56.3",",W","","","",""
"USW00014755","2017-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","20.6",",W","0.0","W","0.0",",W","19",",W","14",",W","1",",W","31",",W","13",",W","12",",W","31",",W","28",",W","0",",W","0",",W","28","","1","","20170109",",,W","20170111","+,,W","20170103",",,W","","","20170124",",,W","20170112",",,W","-30.6",",W,09,","380",",,W,11,+","196",",,W,03,","37.3",",,W,24,","2.2",",W,12,","3939.6","W","941.9",",W","151.3",",,,W","28.0",",W","1138",",,,W","-12.05",",W","-8.05",",,,W","-16.05",",,,W","4940",",W","270",",W","","","","","56.8",",W","","","",""
"USW00014755","2017-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","21.8",",W","0.0","W","0.0",",W","21",",W","14",",W","1",",W","28",",W","15",",W","14",",W","28",",W","22",",W","0",",W","0",",W","27","","","","20170210",",,W","20170216",",,W","20170213",",,W","","","20170213",",,W","20170224",",,W","-30.0",",W,10,","970",",,W,16,","310",",,W,13,","27.4",",,W,13,","5.0",",W,24,","4783.7","W","844.1",",W","146.8",",,,W","18.6",",W","1877",",,,W","-11.81",",W","-7.46",",,,W","-16.17",",,,W","3388",",W","290",",W","","","","","53.6",",W","","","",""
"USW00014755","2017-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","19.3",",W","0.0","W","0.0",",W","21",",W","15",",W","1",",W","31",",W","15",",W","15",",W","31",",W","25",",W","0",",W","0",",W","28","","1","","20170311",",,W","20170322","+,,W","20170314",",,W","","","20170314",",,W","20170301",",,W","-37.2",",W,11,","250",",,W,22,+","480",",,W,14,","37.6",",,W,14,","3.9",",W,01,","5765.6","W","981.9",",W","150.6",",,,W","32.9",",W","1610",",,,W","-13.34",",W","-8.50",",,,W","-18.19",",,,W","7442",",W","80",",W","","","","","61.7",",W","","","",""
"USW00014755","2017-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","17.0",",W","0.0","W","0.0",",W","21",",W","15",",W","1",",W","21",",W","6",",W","0",",W","24",",W","12",",W","0",",W","0",",W","27","","","","20170408",",,W","20170409",",,W","20170404",",,W","","","20170404",",,W","20170428","+,,W","-11.7",",W,08,","410",",,W,09,","259",",,W,04,","34.5",",,W,04,","10.6",",W,28,+","6363.4","W","597.8",",W","174.3",",,,W","32.8",",W","862",",,,W","-1.60",",W","2.13",",,,W","-5.32",",,,W","8089",",W","290",",W","","","","","49.2",",W","","","",""
"USW00014755","2017-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","13.6",",W","0.0","W","0.0",",W","21",",W","18",",W","4",",W","11",",W","5",",W","0",",W","23",",W","6",",W","0",",W","0",",W","29","","","","20170509","+,,W","20170515",",,W","20170514",",,W","2","","20170514",",,W","20170518",",,W","-10.0",",W,09,+","510",",,W,15,","579",",,W,14,","56.6",",,W,14,","17.8",",W,18,","6883.7","W","520.3",",W","298.8",",,,W","21.1",",W","1042",",,,W","1.55",",W","5.16",",,,W","-2.06",",,,W","5910",",W","280",",W","","","","","45.6",",W","","","",""
"USW00014755","2017-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","15.5",",W","0.0","W","0.0",",W","20",",W","15",",W","2",",W","2",",W","3",",W","0",",W","7",",W","1",",W","0",",W","0",",W","27","","","","20170606","+,,W","20170603",",,W","20170602",",,W","5","","20170624",",,W","20170617",",,W","-2.8",",W,06,+","50",",,W,03,","74",",,W,02,","37.1",",,W,24,","17.8",",W,17,","7234.2","W","350.5",",W","245.8",",,,W","20.4",",W","137",",,,W","6.65",",W","9.65",",,,W","3.65",",,,W","5733",",W","280",",W","","","","","38.5",",W","","","",""
"USW00014755","2017-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","11.2",",W","0.0","W","0.0",",W","17",",W","11",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","29","","","","20170724",",,W","20170731","+,,W","20170731",",,W","5","","20170701",",,W","20170718","+,,W","1.1",",W,24,","0",",,W,31,+","0",",T,W,31,","52.8",",,W,01,","15.6",",W,18,+","272.5","W","272.5",",W","147.1",",,,W","29.0","1,W","0",",T,,W","9.54",",W","12.42",",,,W","6.66",",,,W","7981","1,W","270",",W","","","","","40.2",",W","","","",""
"USW00014755","2017-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","12.4",",W","0.0","W","0.0",",W","18",",W","13",",W","2",",W","0",",W","0",",W","0",",W","1",",W","0",",W","0",",W","0",",W","28","","","","20170831",",,W","20170831","+,,W","20170831",",,W","8","","20170822",",,W","20170822","+,,W","-2.8",",W,31,","0",",,W,31,+","0",",T,W,31,","35.3",",,W,22,","15.6",",W,22,+","598.9","W","326.4",",W","151.0",",,,W","23.9",",W","0",",T,,W","7.80",",W","10.55",",,,W","5.05",",,,W","6290",",W","290",",W","","","","","41.1",",W","","","",""
"USW00014755","2017-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","10.7",",W","0.0","W","0.0",",W","9",",W","6",",W","1",",W","0",",W","0",",W","0",",W","5",",W","1",",W","0",",W","0",",W","29","","","","20170929",",,W","20170930","+,,W","20170930",",,W","1","","20170903",",,W","20170926",",,W","-4.4",",W,29,","0",",T,W,30,+","8",",,W,30,","49.8",",,W,03,","19.4",",W,26,","900.3","W","301.4",",W","109.4",",,,W","45.8",",W","8",",,,W","8.29",",W","11.22",",,,W","5.35",",,,W","10373",",W","310",",W","","","","","42.0",",W","","","",""
